KR	JP
「카일! 자, 꼬치구이를 받아왔어. 앙~」	「カイル！　ほら、串焼きをもらってきたわ。あ～ん」
「호, 혼자서 먹을 수 있어! 그리고 엄마는 너무 고기만 먹어! 야채도 먹지 않으면 안 돼!」	「ひ、一人で食べられるよ！　それから、母さんは肉ばかり食べ過ぎだよ！　野菜も食べないと駄目！」
어머니와 사이좋은 모습을 보이고 싶지 않은 것이겠지만, 유메리아 씨가 침울해하고 있었다.	　母親と仲良くしているのを見られたくないのだろうが、ユメリアさんが落ち込んでいた。
카일은 그런 어머니를 보고 상냥하게 대하고 싶었으나, 솔직해지지 못하고 있었다.	　そんな母親を見て優しくしたいカイルだが、素直になれずにいた。
「사춘기 같으니」	「思春期め」
『마스터도에요』	『マスターもですよ』
룩시온의 태클을 무시하고, 나는 안뜰에서 난처해하는 코델리아 씨를 봤다.	　ルクシオンのツッコミを無視して、俺は中庭で困っているコーデリアさんを見た。
주변을 보고 난처해하는 이유는, 왕국에서는 누구나가 인정하던 귀공자들의말로에 있다.	　周囲を見て困っている理由は、王国では誰もが認めていた貴公子たちの末路にある。
지르크는 금이 간 이상한 그릇에 꼬치를 올려놓고 있었다.	　ジルクは割れた変な皿に串を載せていた。
비둘기와 토끼에게 먹이를 주고 있는 브래드가, 그걸 보고 주의를 준다.	　それを見た鳩と兎に餌をやっているブラッドが、注意をする。
「지르크, 그 접시는 단순한 쓰레기 아냐?」	「ジルク、その皿ってただのゴミだよね？」
「실례네요. 이 접시의 훌륭함을 이해 못 하는 건가요?」	「失敬な。この皿の素晴らしさが理解できないのですか？」
「있잖아, 말하고 싶지는 않지만, 넌 정말 고미술상으로 성공한 거야? 너무 수상쩍은데」	「あのさ、言いたくないけど、君って本当に古美術商として成功したの？　怪しくて仕方ないんだけど」
「――브래드 군이야말로, 예능인으로 성공한 게 거짓말 같은데요? 애초에, 트릭이 어설프지 않습니까」	「──ブラッド君の方こそ、芸人として成功したのが嘘のようですが？　そもそも、手品が下手じゃないですか」
「어설퍼도 괜찮아. 난 마술과 함께, 나라는 완벽한 존재를 모두에게 피로해서돈을 받은 거니까」	「下手でもいいのさ。僕はマジックと一緒に、僕という完璧な存在を皆に披露してお金をもらったんだから」
이 녀석들, 저택에서 쫓겨났다고 들었을 때는 걱정했는데, 씩씩하게 살아온모양이다.	　こいつら、屋敷を追い出されたと聞いた時は心配したが、たくましく生きてきたようだ。
이제는 바퀴벌레 급의 생명력을 느낀다.	　もう、ゴキブリ並みの生命力を感じる。
단지, 전원이 그――저택을 나가기 전보다도 개성적이 돼버렸다.	　ただ、全員その──屋敷を出る前よりも、個性的になってしまった。
그렉과 크리스도 굉장하다.	　グレッグとクリスも凄い。
그렉의 모습을 보고, 크리스가 주의를 주고 있었다.	　グレッグの姿を見て、クリスが注意していた。
「그렉, 옷을 입는 게 어떠냐?」	「グレッグ、服を着たらどうだ？」
「어? 입고 있잖아」	「あ？　着てるだろ」
「부메랑 팬티 한 장으로 뭘 입고 있다는 거냐?」	「ブーメランパンツ一つで、何を着ていると言うんだ？」
「바보구만, 크리스. 잘 봐! 어떠냐, 나의 대흉근은!」	「馬鹿だな、クリス。よく見ろ！　どうだ、俺の大胸筋は！」
포즈를 취하는 그렉의 피부는 번들번들 빛나고 있었다.	　ポーズを決めるグレッグの肌はテカテカに光っていた。
그리고 부메랑 팬티 한 장인 그렉에게 주의를 주는 크리스 또한, 훈도시 한장이라는 스타일이다.	　そして、ブーメランパンツ一丁のグレッグを注意するクリスもまた、ふんどし一丁というスタイルだ。
「속옷뿐이잖아! 그리고 근육은 옷이 아니야!」	「下着だけではないか！　あと、筋肉は服じゃない！」
「너도 천쪼가리 한 장이잖아!」	「お前だって布一枚だろうが！」
「바보냐 넌? 무명천도 두르고 있다」	「馬鹿かお前は？　さらしも巻いている」
그 부분이 아니거든, 하고 태클을 걸고 싶어졌다.	　そこじゃねーよ、とツッコミを入れたくなってきた。
코델리아 씨가 난처해하는 것도 무리가 아니다.	　コーデリアさんが困るのも無理はない。
그런 코델리아 씨가 율리우스와 얘기를 나눈다.	　そんなコーデリアさんが、ユリウスと話をする。
그릴 앞에서 상쾌한 땀을 흘리는 율리우스를 보고 있으니――다른 네 명이 심각한 만큼, 평범하게 보이는 게 신기하다.	　網の前で爽やかに汗を流すユリウスを見ていると──他の四人が酷いだけに、普通に見えてくるから不思議だ。
원래대로라면 율리우스는 홀파트 왕국의 왕태자이다.	　本来ならユリウスは、ホルファート王国の王太子である。
꼬치를 구울만한 입장이 아니다.	　串を焼くような立場ではない。
「저, 저기, 전하」	「あ、あの、殿下」
「왜 그러지?」	「何かな？」
「어째서 아까부터 꼬치를 굽고 계시는 겁니까? 교대하지 않으시나요?」	「どうして先程から串を焼いているのですか？　交代されないのですか？」
율리우스는 그릴을 빼서 타버린 고깃 조각을 떼어내고 있었다.	　ユリウスは網を外して焦げ付いた物を落としていた。
「모두가 그리 말하지만, 나로서는 이 자리가 가장 마음이 편해. 게다가, 내가한 사람의 꼬치구이 장인이 되기 위해서는, 경험이 압도적으로 부족해. 이런자리에서 경험을 쌓아두고 싶어」	「みんなそう言うが、俺としてはこの場所が一番落ち着くんだ。それに、俺が一人前の串焼き職人になるには、経験が圧倒的に足りない。こういう場で経験を積んでおきたい」
어쩜 이리 기특한 마음가짐――이 아니야.	　何とも殊勝な心がけ──じゃない。
이 자식 지금, 뭐래니?	　今こいつ、何て言った？
코델리아 씨가 율리우스에게 차가운 눈으로 바라보고 있다.	　コーデリアさんが冷めた目をユリウスに向けている。
「전하는 여전히 홀파트 왕국의 왕자이시라, 장인이 될 수는 없습니다만?」	「殿下は未だにホルファート王国の王子であり、職人になどなれませんが？」
냉정한 태클을 걸고 있었다.	　冷静なツッコミをしていた。
그런 코델리아 씨에게, 율리우스가 집게를 딱딱 울리며 대답했다.	　そんなコーデリアさんに、ユリウスがトングをカチカチと鳴らしながら答えた。
「한 명 정도, 꼬치구이를 통달한 왕자가 있어도 좋다고 생각하지 않아?」	「一人くらい、串焼きを極める王子がいてもいいと思わないか？」
「않습니다」	「思いません」
즉답하는 코델리아 씨를 보고, 이 사람하고는 사이좋아질 수 있을 것 같은 느낌이 들었다.	　即答するコーデリアさんを見て、この人とは仲良く出来る気がしてきた。
같은 상식인으로서, 말이지.	　同じ常識人として、ね。
나는 창문에서 마리에들을 내려다보고, 조금 바보같이 느껴졌다.	　窓からマリエたちを見下ろし、俺は少し馬鹿らしくなってきた。
「저 녀석들 즐거워 보이네」	「あいつら楽しそうだな」
클레아레가 내게 노엘을 권유하라고 말한다.	　クレアーレが俺にノエルを誘うように言う。
『그럼 노엘 짱을 불러서 참가하는 게 어때?』	『それなら、ノエルちゃんを誘って参加すれば？』
「바~보. 저 녀석들이 즐거워하다가 어색해질 뿐이잖아. 그보다도, 네가 돌아가기 전에 준비할게 있어. 자, 빨리 가자」	「ば～か。あいつらが楽しんでいるのを気まずくするだけだろ。それよりも、お前が戻る前に準備がある。ほら、さっさと行くぞ」
룩시온과 클레아레를 데리고, 나는 항구로 향하였다.	　ルクシオンとクレアーレを連れて、俺は港へと向かうのだった。
◇	　　　◇
바비큐가 끝난 건 저녁때였다.	　バーベキューが終わったのは夕方だった。
그 타이밍에 한 명의 손님이 오자, 마리에가 상대를 한다.	　そのタイミングで一人の客人が来ると、マリエが相手をする。
상대는――루이제였다.	　相手は──ルイーゼだった。
방으로 들이자, 노엘에게 볼일이 있다고 하여 데려고 갔다.	　部屋に通すと、ノエルに用事があると言うので連れてくる。
하지만, 어색한 분위기였다.	　ただ、気まずい雰囲気だった。
마리에는 루이제와 친하지 않고, 노엘과 루이제는 사이가 안 좋다.	　マリエはルイーゼと親しくないし、ノエルとルイーゼは不仲だ。
게다가, 노엘은 침울해하고 있어 기운이 없다.	　それに、ノエルは落ち込んでいて元気がない。
(오빠는 혹시, 수라장이 될 것 같으면 도망치는 타입이야? 매번, 중요한 때에없어지는 건 혹시 위기를 감지하고 있어서라던가? 아니네. 그 오빠한테 그런능력은 없겠네)	（兄貴ってもしかして、修羅場になると思うと逃げるタイプ？　毎回、大事な場面でいなくなるのは、もしかして危険を察知しているからとか？　ないか。あの兄貴に、そんな能力はないわね）
현실도피를 하고 있으려니, 루이제가 한숨을 내쉬고는 노엘에게 다가갔다.	　現実逃避をしていると、ルイーゼが溜息を吐いてノエルに近付いた。
그리고, 뺨을 후려친다.	　そして、平手打ちをかます。
짝! 하는 소리가 방에 울리더니, 노엘이 조금 늦게 화냈다.	　パシーンッ！　という音が部屋に響くと、少し遅れてノエルが怒るのだ。
「무, 무슨 짓이야!」	「な、何をするのよ！」
루이제는 그런 노엘을 보고, 바보 취급하듯이 웃고 있었다.	　ルイーゼはそんなノエルを見て、馬鹿にしたように笑っていた。
「나는 불행해요, 라는 얼굴을 하고 있길래 때려주고 싶어졌어. 정말 사치스러운 여자네. 너를 위해 리온 군이 얼마나 움직여댔는지 알고는 있어?」	「私は不幸です、って顔をしているから引っぱたきたくなったのよ。本当に贅沢な女よね。貴女のために、リオン君がどれだけ動き回っているか知っているのかしら？」
「그, 그건――리온은 상냥하니까」	「そ、それは──リオンは優しいから」
「상냥한 것만으로 아르젤에 싸움 같은 걸 걸지는 않아. 정말 어수룩한 머리를하고 있구나」	「優しいだけで、アルゼルに喧嘩なんて売らないわよ。本当におめでたい頭をしているわね」
마리에는 진짜 사정을 알고 있다.	　マリエは本当の事情を知っている。
노엘을 구한 이유는, 세계의 위기를 회피하기 위해서다.	　ノエルを救った理由は、世界の危機を回避するためだ。
하지만, 리온 개인이 정말로 무슨 생각을 하는지는, 상상할 수밖에 없다.	　だが、リオン個人が本当に何を考えているのかまでは、想像するしかない。
(오빠 일이니까, 분명 불쌍하게 생각해서 구한 거겠지. 그러면서 상대의 마음에는 답하지 않고――정말, 옛날부터 최악이네)	（兄貴のことだから、きっと可哀想に思って助けたのよね。それで相手の気持ちには応えない──本当に、昔から最低よね）
 전생에서도, 스케일은 작지만 몇 번인가 비슷한 일이 있었다.	　前世でも、スケールは小さいが、何度か同じ事があった。
오빠의 연애 사정 같은 건, 열불이 나서 관여하지 않았지만――뭐어, 지금 다시 떠올려봐도 둔감한 오빠였다.	　兄の恋愛事情など、腹が立つので関わってこなかったが──まぁ、今思い返しても、鈍感な兄だった。
루이제는 코가 닿을 정도의 거리까지 노엘에게 다가갔다.	　ルイーゼは、鼻が触れあう距離までノエルに近付いた。
「난 네가 싫어. 아무것도 모른 채 태평하게 살고 있는 네가 싫어. 지금도 자신이 얼마나 행복한지 모르고 있잖아」	「私はあんたが嫌いよ。何も知らずに生きてきて、ノウノウとしているあんたが嫌い。今だって、自分がどれだけ幸せなのか気付いていないじゃない」
「우, 우리가 얼마나 고생해왔는데! 전부 네 집안 때문이잖아!」	「あ、あたしたちがどれだけ苦労してきたと！　全部あんたの実家のせいじゃない！」
「어머, 그럴까? 멸족당하고도, 천연덕스럽게 학원을 다닌 건 누구 덕분이라고생각하는 거야? 너희 가신들만으로 계속 숨길 수 있었다고 생각하는 거야?」	「あら、そうかしら？　滅ぼされて、能天気に学院に通えていたのは誰のおかげだと思っているの？　あんたたちの家臣たちだけで、隠し通せていたと本気で思っていたの？」
노엘이 루이제한테서 얼굴을 돌렸다.	　ノエルがルイーゼから顔を背けた。
「그런 건――몰라. 우리는, 학원에 다니라고 들은 것뿐이야」	「そんなの──知らないわよ。あたしたちは、学院に通えと言われただけだし」
루이제가 팔짱을 낀다.	　ルイーゼが腕を組む。
「정말 귀찮은 이야기야. ――하지만, 가장 귀찮은 건, 그런 너를 구한 리온 군이야. 노엘, 넌 앞으로 어쩔 거야?」	「本当に迷惑な話よね。──でも、一番迷惑なのは、そんなあんたを助けたリオン君よ。ノエル、あんたは今後どうするの？」
노엘은 고개를 숙이고는 옆으로 흔든다.	　ノエルは俯いて首を横に振る。
「아직 정하지 않았어. 정할 수 없어」	「まだ決めてない。決められないのよ」
「――당분간은 평범하게 학원에 다니도록 해. 아버님도 허가한다는 모양이야.리온 군들이 나라로 돌아갈 때는 따라가도 된대. 남아도 되지만」	「──しばらくは普通に学院に通いなさい。お父様も許可を出すそうよ。リオン君たちが国に戻る際には、ついていってもいいらしいわ。残ってもいいけどね」
「어?」	「え？」
노엘이 얼굴을 들자, 루이제가 어깨를 으쓱여 보인다.	　ノエルが顔を上げると、ルイーゼが肩をすくめて見せる。
「좋을 대로 해, 라는 거야. 리온 군들이 돌아갈 때까지, 앞으로의 처신을 정해두도록 해. 오늘은 그걸 전하러 온 거야」	「好きにしなさい、って事よ。リオン君たちが帰るまでに、今後の身の振り方を決めておくのね。今日は、それを伝えに来たのよ」
루이제가 방을 나가자, 노엘은 멀뚱히 서 있었다.	　ルイーゼが部屋を出ていくと、ノエルが立ち尽くしていた。
하지만, 가장 난처한 건 마리에다.	　だが、一番困るのはマリエだ。
(라스보스랑 악역 영애가 주인공을 돕다니, 어떻게 된 일인 거야!? 아아아아!!또 알 수 없어 졌잖아아아아!!)	（ラスボスや悪役令嬢が、主人公を助けるってどういうこと!?　あぁぁぁ!!　また、分からなくなってきたぁぁぁ!!）
좀 더 심플했더라면 고민하지 않았을 텐데――마리에는 앞으로의 전개를 읽을수 없다며 머리를 싸쥐는 것이었다.	　もっとシンプルだったら、悩まずにすんだのに──マリエは今後の展開が読めないと、頭を抱えるのだった。
◇	　　　◇
클레아레가 돌아가고――공화국이 진정을 되찾은 건, 2학기도 중반이 됐을 무렵이었다.	　クレアーレが戻り──共和国が落ち着きを取り戻したのは、二学期も半ばの頃だった。
공화국은 1학기나 여름방학에, 혼란이 상당히 오래가고 있었다.	　共和国は一学期や夏期休暇で、随分と混乱が続いていた。
그 때문에, 학원의 행사――여성향 게임으로 말하자면 연애 이벤트가 전부 깨져가고 있다.	　そのため、学院の行事──乙女ゲー的に言うなら恋愛イベントが、全て潰れてしまっている。
그것도 당연한 게, 육대 귀족들이 연속적으로 불상사를 일으켰기 때문이다.	　それというのも、六大貴族たちが不祥事を立て続けに起こしたからだ。
학원의 옥상.	　学院の屋上。
나는 점심으로 구입한 빵을 반 정도 마리에한테 양보하며, 레리아와 이야기를나누고 있었다.	　俺は購入した昼食のパンを、半分マリエに譲りながらレリアと話をしていた。
앞으로의 의논이다.	　今後の話し合いだ。
하지만, 유익한 의논이 되고 있지가 않다.	　だが、有益な話し合いになっていない。
레리아가 오늘도 불평해온다.	　レリアが今日も文句を言ってくる。
「어쩔 거야! 정말 어떡할 거야!? 이제 곧 장기 휴가에 접어드는데, 이벤트가전부 깨진 건 예상 외라구!」	「どうするのよ！　本当にどうするの!?　もうすぐ長期休暇が来るのに、イベントが全て潰れるとか予想外なんですけど！」
그런 레리아에게 동의해 둔다.	　そんなレリアに同意しておく。
여성이 화를 내고 있을 때는 논리적으로 반박해도 무의미하다고 들었다.	　女性が怒っている時は、理路整然と言い返しても無意味だと聞いている。
동의하며 「큰일이야~」하고 동조해 주면 된다고 한다.	　同意して「大変だよね～」と同調しておけばいいらしい。
「그렇네. 큰일이야~. 야, 마리에! 전부 먹지 마!」	「そうだよね。大変だよね～。おい、マリエ！　全部食うなよ！」
작은 크루아상이 한가득 들어있던 갈색 종이봉투의 내용물이 상당히 줄어들어있었다.	　小さなクロワッサンがいくつも入った茶色紙の袋の中身が、随分と少なくなっていた。
마리에가 사과해온다.	　マリエが謝ってくる。
「핫!? 미, 미안. 열중해서 먹어버렸어」	「はっ!?　ご、ごめんなさい。一心に食べていたわ」
이야기가 탈선했다고 생각한 레리아가 소리를 질러온다.	　話が逸れたと思ったレリアが怒鳴ってくる。
「너희들 탓이야! 피에르는 없고, 로이크도 없고, 유그도 약혼 파기당했지만 언니와의 플래그가 서지 않아! 나르시스 선생은 친가를 도우러 불려가서 학원에없고, 앞으로 어쩔 건데!」	「あんたらのせいよ！　ピエールはいない、ロイクもいない、ユーグも婚約破棄されたけど、姉貴とのフラグが立たない！　ナルシス先生は実家の手伝いで駆り出されて学院にいないし、これからどうするのよ！」
로이크는 부상을 이유로 학원에 오지 않는다.	　ロイクだが、怪我を理由にして学院に来ない。
유그는 그 사건 이후, 루이제 씨를 두고 도망쳐서 약혼을 파기당했다, 라는걸로 되어있다.	　ユーグはあの事件の際に、ルイーゼさんを置いて逃げたために婚約を破棄された、ということになっている。
표면적으로는 그게 이유이고, 진짜 이유는 페르난이 알베르크 씨를 배신한 것이 원인이다.	　表向きはそれが理由で、本当の理由はフェルナンがアルベルクさんを裏切ったのが原因だ。
그리고, 혼란해하는 육대 귀족들은, 나르시스 선생도 불러서 분주하게 움직여대고 있다.	　そして、混乱する六大貴族たちは、ナルシス先生も呼び戻して慌ただしく動き回っている。
각국에 대한 대응이라던가, 왕국에 대한 사죄라던가.	　各国への対応とか、王国への謝罪とか。
레리아가 우리에게, 허리에 손을 대며 화내고 있다는 어필을 해왔다.	　レリアが俺たちを前にして腰に手を当てて、怒っていますとアピールしてきた。
뭐야, 귀엽잖아.	　何だ、可愛いじゃないか。
「내 얘기를 듣고 있어!?」	「私の話を聞いているの!?」
「듣고 있어. 한마디로 라스보스에 대한 대처가 떠오르지 않는다는 거잖아?」	「聞いてるよ。要するに、ラスボスへの対処が思い付かないんだろ？」
「그래. 정말 어쩔 생각이야」	「そうよ。本当にどうするのよ」
레리아가 고민하고 있을 때, 아까부터 가만히 상황을 지켜보던 룩시온이 모습을 드러냈다.	　レリアが頭を抱えているところに、先程まで黙って様子を見ていたルクシオンが姿を現した。
레리아가 「햣!」하며 놀라지만, 룩시온은 무시하고 있었다.	　レリアが「ひゃっ！」と言って驚くが、ルクシオンは無視していた。
『최종적으로 라스보스에 관해서는 신경 쓸 필요는 없습니다. 애초에, 마스터들이 염려하고 있는 건, 라스보스 토벌 후의 공화국입니다』	『最終的にラスボスに関しては気にする必要はありません。そもそも、マスターたちが苦慮しているのは、ラスボス討伐後の共和国です』
「어? 토벌 후?」	「え？　討伐後？」
『현재, 성수의 해석을 진행하고 있습니다만, 제 본체의 공격으로 대처 가능하다고 판단합니다. 중요한 것은 어떻게 공화국의 상황을 진정시키느냐에 있습니다』	『現在、聖樹の解析を進めていますが、私の本体による攻撃で対処可能だと判断します。重要なのは共和国の状況を、いかにうまく落ち着かせるかにあります』
레리아가 눈을 크게 뜨고 있다.	　レリアが目を見開いている。
「너, 너어, 그런 게 가능해?」	「あ、あんた、そんなことが出来るの？」
『네. 지금 당장이라도 이 대지를 가라앉히는 것도 가능합니다』	『はい。今すぐにでもこの大地を沈めることも可能です』
불온한 발언을 듣고, 레리아가 내 멱살을 잡아온다.	　物騒な発言を聞いて、レリアが俺の胸倉を掴んでくる。
「있지, 무슨 소리야!? 무슨 소리냐구!? 이 녀석의 발언, 무서운데! 안 되면 공화국을 가라앉히겠다는 소리를 하는 느낌이 드는데!」	「ねぇ、どういうこと!?　どういうことなの!?　こいつの発言、怖いんですけど！　駄目なら共和国を沈めるとか言っているような気がするんですけど！」
사실이라서 감당하기가 어렵다.	　事実だから手に負えない。
나는 어떻게 답해줘야 할지 몰라――웃으며 얼버무렸다.	　俺はどう答えたらいいのか分からず──笑って誤魔化した。
「후하하하!」	「ふははは！」
「얼버무리지 마! 얼버무린다는 건 사실인 거야? 있지, 진짜로 가능해!? 그보다, 이 녀석 그런 짓을 하는 거야!?」	「誤魔化すな！　誤魔化す、ってことは事実なの!?　ねぇ、本当に出来るの!?　というか、こいつそんなことをするの!?」
룩시온이 성실하게 대답하였다.	　ルクシオンは律儀に答えるのだ。
『어떻게 해도 안 된다면, 입니다. 저는 상관없지만, 마스터의 허가가 나오지않아서요』	『どうしても駄目な状況なら、です。私は構いませんが、マスターの許可が出ませんので』
나도 레리아를 진정시킨다.	　俺もレリアを落ち着かせる。
「그런 거야. 가능하다면 이상적인 형태로 수습하고 싶다고 생각하고, 협력도할 거지만――라스보스에 관해서는 안심해. 어떻게 해도 안 되면, 우리가 대처할 테니까」	「そういうことだよ。出来れば理想的な形にしたいとは思っているし、協力もするけど──ラスボスに関しては安心しろ。どうにもならないなら、俺たちが対処するから」
마리에가 크루아상을 입에 물은 채 수긍하고 있었다.	　マリエがクロワッサンを咥えながら頷いていた。
「그래. 그러니까 안심해」	「そうよ。だから、あんしんして」
보기 흉하니 먹고 나서 말해라.	　みっともないから、食べてから喋って欲しい。
레리아가 나한테서 떨어지더니, 고개를 떨구고 있었다.	　レリアが俺から離れると、俯いていた。
「그, 그 말은, 너희들 기분에 따라서, 이 나라가 침몰한다는 거잖아」	「そ、それって、あんたたちの気分次第で、この国が沈むってことじゃない」
「무례한 녀석이네. 그런 짓을 하겠냐」	「失礼な奴だな。そんなことするかよ」
이야기를 재개했지만, 레리아는 우리들의 이야기를 거의 듣지 않았다.	　話を再開するも、レリアは俺たちの話をほとんど聞いていなかった。
너무 겁을 줬나?	　脅しすぎたか？
◇	　　　◇
학원에서 돌아가는 길.	　学院からの帰り道。
레리아는 힘없이 걷고 있었다.	　レリアはとぼとぼと歩いていた。
집까지 데려다주겠다는 에미르의 권유를 거절하고, 혼자서 걷고 있는 이유는생각할 일이 있어서다.	　家まで送ると言ってくれたエミールの誘いを断り、一人で歩いている理由は考え事があるからだ。
(위험해. 그 룩시온이 상상 이상으로 위험했어. 맞아, 그 녀석은 1편에 나오는과금 아이템이잖아. 보통이 아니었어)	（まずい。あのルクシオンが想像以上に危険だった。そうよ、あいつって一作目に出てくる課金アイテムじゃない。まともじゃなかった）
그 여성향 게임의 1편은 밸런스가 이상했다.	　あの乙女ゲーの一作目は、バランスがおかしかった。
클리어하기 위해 과금할 필요가 있었을 정도다.	　クリアするために課金する必要があった程だ。
그중에서도 룩시온이라는 병기는 압도적인 성능을 갖고 있었다.	　その中でルクシオンという兵器は、圧倒的な性能を持っていた。
(그런 게 현실로 생겨버리면, 어떻게 대처하면 좋을지 모르겠어. 그 녀석들 기분에 따라, 잘못하면 우리들도 휘말려버려)	（あんなのが現実になったら、どう対処すればいいのか分からない。あいつらの気分次第で、下手したら私も巻き添えになる）
공화국이 리온에게 해온 일을 생각하면, 불만을 쌓고 있어도 이상하지 않다.	　共和国がリオンにしてきたことを考えると、不満をため込んでいてもおかしくない。
그게 언제 폭발할지 모르는 것이다.	　それがいつ爆発するか分からないのだ。
덤으로, 리온을 건드리고 있는 것은 육대 귀족들이다.	　おまけに、リオンにちょっかいを出しているのは六大貴族たちだ。
자신에게는 막을 수단이 없다.	　自分では止める手立てがない。
(이런 건 라스보스보다 강한 적이 있다고 하는 거나 다름없잖아) 	（こんなの、ラスボスより手強い敵がいるって言われたようなものじゃない）
생살여탈권을 쥐여진 거나 다름없다.	　生殺与奪の権を握られたようなものだ。
전혀 안심할 수 없다.	　まったく安心できない。
게다가, 리온도 신용할 수 없다.	　それに、リオンも信用できない。
왜냐하면, 노엘을 되찾기 위해 저런 과격한 짓을 하는 인간이다.	　何故なら、ノエルを取り戻すためにあんな過激なことをするような人間だ。
레리아는 너무나 불안스러웠다.	　レリアは不安でたまらなかった。
(이렇게 되면 대처할 수 있을 만한 힘을――하지만, 공화국에 룩시온에 대항할수 있는 병기 같은 게 있을까? 그거야말로, 똑같은 과금 아이템이라면 가능하지만――나 혼자서는 회수할 수 없어)	（こうなれば対抗できるだけの力を──でも、共和国にルクシオンに対抗できる兵器なんてあるかしら？　それこそ、同じ課金アイテムなら可能だけど──私一人で回収なんてできない）
홀파트 왕국의 학원과 달리, 아르젤 공화국의 학원에서는 모험자의 기초 같은건 가르치지 않는다.	　ホルファート王国の学園とは違い、アルゼル共和国の学院では冒険者の基礎など教えていない。
레리아도 그 방면 지식은 적고, 자신의 힘으로 회수하는 건 무리였다.	　レリアもその手の知識は少なく、自分の力で回収など無理だった。
(그래. 장소는 알고 있어. 나머지는, 손에 넣기만 한다면――)	（そうよ。場所は分かっているのよ。後は、手に入れさえすれば──）
 지금까지 회수하지 않았던 2편의 과금 아이템.	　今まで回収してこなかった、二作目の課金アイテム。
그걸 회수하기 위한 수단을 생각하고 있을 때, 레리아 앞에 사람이 서있었다.	　それを回収するための手段を考えていると、レリアの前に人が立った。
그 남자는 추운 와중에, 가슴팍을 열어놓고 있었다.	　その男は寒い中、胸元を開けていた。
흑발을 뒤로 넘기고, 건강해 보이는 다갈색 살결을 지니고 있다.	　黒髪を後ろに流し、健康的な小麦色の肌をしている。
키도 크고, 열어놓은 가슴팍에서 보이는 몸은 근육이 단단하게 붙어 있었다.	　背も高く、開いた胸元から見える体は筋肉がしっかりついていた。
남자는――【셀쥬 사라 라우르트】는 한 손을 올리며 레리아에게 싹싹하게 말을걸어온다.	　男は──【セルジュ・サラ・ラウルト】は、片手を上げてレリアに気さくに話しかけてくる。
「여어, 오랜만이네, 레리아!」	「よう、久しぶりだな、レリア！」
「――셀쥬」	「──セルジュ」
그 남자야말로, 다섯 번째 공략 대상자였다.	　彼こそ、五人目の攻略対象者だった。
레리아는 놀라면서도, 지금까지 어디에 있던 건지 묻는다.	　レリアは驚きながらも、今までどこに行っていたのかを聞く。
「너, 너어, 지금까지 어디에 있던 거야!」	「あ、あんた、今までどこに行っていたのよ！」
「걱정해 주는 거야? 기쁜데. 어이쿠, 내 모험담을 듣고 싶다면, 같이 식사라도하지 않을래? 조금 길어질 테니까. 이번엔 조금 험난해서 말이야. 아니, 진짜식사하지 않을래? 오랜만의 재회이고, 괜찮지?」	「心配してくれるのか？　嬉しいね。おっと、俺の冒険譚を聞きたいなら、一緒に食事でもしないか？　少し長くなるからな。今回はちょっとばかり厳しくてさ。いや、本当に食事しない？　久しぶりの再会だし、いいだろ？」
무척이나 가벼운 태도지만, 그는 저 라우르트 가문의 후계자다.	　非常に軽い態度だが、彼はあのラウルト家の跡取りだ。
알베르크의 양자이다.	　アルベルクの養子である。
거친 부분도 많지만, 모험자를 꿈꾸는 청년――그리고, 모험자로서 의지되는남자였다.	　粗暴なところも多いが、冒険者を夢見る青年──そして、冒険者として頼りになる男子だった。
레리아는 흠칫한다.	　レリアはハッとする。
(그래. 셀쥬에게 협력을 부탁하면)	（そうだ。セルジュに協力を頼めば）
레리아는 셀쥬의 권유를 받아들였다.	　レリアはセルジュの申し出を受けた。
「좋네. 같이 식사하러 갈까」	「いいわね。一緒に食事をしましょうか」
셀쥬가 놀란다.	　セルジュが驚く。
「드문 일이네? 너라면 거절할 거라고 생각했는데――정말 괜찮아?」	「珍しいな？　お前なら断ると思ったんだが──本当にいいのか？」
「뭔데? 안 갈 거야?」	「何？　行かないの？」
「바보야! 가는 게 당연하잖아! 그보다도, 뭐가 먹고 싶어? 모처럼 너와 밥을먹는 거니까. 뭐든지 말해줘!」	「馬鹿！　行くに決まっているだろうが！　それよりも、何が食いたい？　せっかくお前と食事をするんだ。何でも言ってくれ！」
기뻐하는 셀쥬를 보고, 레리아는 안도했다.	　嬉しそうなセルジュを見て、レリアは安堵した。
(다행이다. 셀쥬가 나한테 흥미를 갖고 있어줘서)	（良かった。セルジュが私に興味を持っていてくれて）
그날, 레리아는 셀쥬와 저녁 식사를 함께 했다.	　その日、レリアはセルジュと夕食を共にした。
◇	　　　◇
레리아가 귀가하자, 에미르가 기다리고 있었다.	　レリアが帰宅すると、エミールが待っていた。
식사 준비를 해준 모양이다.	　食事の用意をしてくれたようだ。
「레리아, 저녁 말인데――」	「レリア、夕食だけど──」
「미안, 먹고 왔어」	「ごめん、食べてきたわ」
「그, 그래」	「そ、そう」
「미안해」	「ごめんね」
프레반 가문이 레리아를 위해 마련한 건, 학원 근처의 저택이다.	　プレヴァン家がレリアのために用意したのは、学院近くの屋敷だ。
이제까지 살고 있던 곳보다도 넓고, 에미르와 함께 생활하게 되었다.	　これまで住んでいた場所よりも広く、エミールと一緒に生活することになった。
